Title	URL	Assignees	Story Points	Status	Date Started	Date Completed	Module Label	Priority Level	Labels
add addPpaErrors for SaipPpa	https://github.com/cgob-mitd-dev/egov-bebs/issues/306	KarstnAncheta	1	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
add updatePpa SaipPpa	https://github.com/cgob-mitd-dev/egov-bebs/issues/304	KarstnAncheta	2	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
Add getExpenditureClassesByPpaId for SaipPpa	https://github.com/cgob-mitd-dev/egov-bebs/issues/310	KarstnAncheta	2	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
add markAsReviewed for SaipPpa	https://github.com/cgob-mitd-dev/egov-bebs/issues/307	KarstnAncheta	1	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
Add createExpenditureClass for SupplementalBarangayExpenditureClass	https://github.com/cgob-mitd-dev/egov-bebs/issues/311	KarstnAncheta	2	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
Add updateExpenditureClass for SupplementalBarangayExpenditureClass	https://github.com/cgob-mitd-dev/egov-bebs/issues/312	KarstnAncheta	2	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
add getProcurementItemsByProcurementId for SupplementalBarangayProcurement	https://github.com/cgob-mitd-dev/egov-bebs/issues/320	KarstnAncheta	2	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
Add getProcurementItemById for SupplementalBarangayProcurementItem	https://github.com/cgob-mitd-dev/egov-bebs/issues/314	KarstnAncheta	2	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
Add createProcurementItem for SupplementalBarangayProcurementItem	https://github.com/cgob-mitd-dev/egov-bebs/issues/315	KarstnAncheta	2	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
Add updateProcurementItem for SupplementalBarangayProcurementItem	https://github.com/cgob-mitd-dev/egov-bebs/issues/316	KarstnAncheta	2	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
add destroyProcurementItem for SupplementalBarangayProcurementItem	https://github.com/cgob-mitd-dev/egov-bebs/issues/317	KarstnAncheta	1	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
add markAsReviewed for SupplementalBarangayBudgetProcurementItem	https://github.com/cgob-mitd-dev/egov-bebs/issues/319	KarstnAncheta	1	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
add addProcurementItemErrors for SupplementalBarangayBudgetProcurementItem	https://github.com/cgob-mitd-dev/egov-bebs/issues/318	KarstnAncheta	1	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
Add destroyExpenditureClass for SupplementalBarangayExpenditureClass	https://github.com/cgob-mitd-dev/egov-bebs/issues/313	KarstnAncheta	1	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
Add submitChecklist for SupplementalBarangayBudgetChecklist	https://github.com/cgob-mitd-dev/egov-bebs/issues/296	KarstnAncheta	1	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
Add images for factory and layer supertype patterns	https://github.com/cgob-mitd-dev/egov-bebs/issues/269	KarstnAncheta	0.5	Archived - Old	Oct 12, 2023	Oct 12, 2023	miscellaneous tasks	P3	documentation
Sk Budget List View	https://github.com/cgob-mitd-dev/egov-bebs/issues/263	KarstnAncheta	8	Archived - Old	Oct 6, 2023	Oct 6, 2023	sk module	P2	backend, frontend
Fix permissions seeding error	https://github.com/cgob-mitd-dev/egov-bebs/issues/264	KarstnAncheta	0.5	Archived - Old	Oct 8, 2023	Oct 8, 2023	miscellaneous tasks	P1	backend, bug
Add Update SkBudgetChecklist status functionality	https://github.com/cgob-mitd-dev/egov-bebs/issues/266	KarstnAncheta	2	Archived - Old	Oct 11, 2023	Oct 11, 2023	miscellaneous tasks	P1	enhancement, frontend
Add SK Generated Forms	https://github.com/cgob-mitd-dev/egov-bebs/issues/243	KarstnAncheta	40	Archived - Old	Oct 5, 2023	Oct 11, 2023	sk module	P2	backend
Add SK Module Frontend	https://github.com/cgob-mitd-dev/egov-bebs/issues/244	KarstnAncheta	40	Archived - Old	Oct 1, 2023	Oct 11, 2023	sk module	P2	frontend
Add SK Uploadable Files	https://github.com/cgob-mitd-dev/egov-bebs/issues/262	KarstnAncheta	4	Archived - Old	Oct 10, 2023	Oct 10, 2023	sk module	P2	backend, enhancement, frontend
Update ProcurementItem Modal to make it more reusable	https://github.com/cgob-mitd-dev/egov-bebs/issues/223	KarstnAncheta	2	Archived - Old	Oct 4, 2023	Oct 4, 2023	sk module	P2	enhancement, frontend
Update Profile model and migration to use soft delete	https://github.com/cgob-mitd-dev/egov-bebs/issues/233	KarstnAncheta	8	Archived - Old	Oct 10, 2023	Oct 10, 2023	miscellaneous tasks	P1	backend, bug
Hide non-Sk actions from other user roles	https://github.com/cgob-mitd-dev/egov-bebs/issues/267	KarstnAncheta	1	Archived - Old	Oct 11, 2023	Oct 11, 2023	miscellaneous tasks	P1	enhancement, frontend
Update README.md and system-architecture-overview.md	https://github.com/cgob-mitd-dev/egov-bebs/issues/271	KarstnAncheta	0.5	Archived - Old	Oct 13, 2023	Oct 13, 2023	miscellaneous tasks	P3	documentation
Update SK Personnel Model	https://github.com/cgob-mitd-dev/egov-bebs/issues/260	KarstnAncheta	0.5	Archived - Old	Oct 1, 2023	Oct 1, 2023	miscellaneous tasks	P1	backend, enhancement
Update ExpenditureClass Modal to make it more reusable	https://github.com/cgob-mitd-dev/egov-bebs/issues/225	KarstnAncheta	2	Archived - Old	Oct 4, 2023	Oct 4, 2023	sk module	P2	enhancement, frontend
Utilize SSO	https://github.com/cgob-mitd-dev/egov-bebs/issues/113			Archived - Old			miscellaneous tasks		backend, enhancement, wontfix
Rename Ppa => AipPpa	https://github.com/cgob-mitd-dev/egov-bebs/issues/211	KarstnAncheta	2	Archived - Old	Sep 18, 2023	Sep 18, 2023	sk module	P2	backend, enhancement
Setup Backend Sk Budget Module	https://github.com/cgob-mitd-dev/egov-bebs/issues/192	KarstnAncheta	80	Archived - Old	Sep 9, 2023	Sep 21, 2023	sk module	P2	backend, enhancement, frontend
Update builder per model to fit both Barangay and Sk needs	https://github.com/cgob-mitd-dev/egov-bebs/issues/239	KarstnAncheta	4	Archived - Old			sk module	P2	backend, enhancement, wontfix
Add types for expenditure class and personnel delete methods	https://github.com/cgob-mitd-dev/egov-bebs/issues/247	KarstnAncheta	0.5	Archived - Old	Sep 26, 2023	Sep 26, 2023	miscellaneous tasks	P1	bug, frontend
Add factory for Personnel	https://github.com/cgob-mitd-dev/egov-bebs/issues/242	KarstnAncheta	4	Archived - Old	Sep 26, 2023	Sep 26, 2023	sk module	P2	backend, enhancement, frontend
Add initial architectural design report	https://github.com/cgob-mitd-dev/egov-bebs/issues/198	KarstnAncheta	4	Archived - Old	Sep 29, 2023	Sep 30, 2023	miscellaneous tasks	P3	documentation
Update Reference Modal	https://github.com/cgob-mitd-dev/egov-bebs/issues/96	KarstnAncheta	1	Archived - Old	Sep 14, 2023	Sep 14, 2023	sk module	P2	enhancement, frontend
Update Personnel requests	https://github.com/cgob-mitd-dev/egov-bebs/issues/236	KarstnAncheta	2	Archived - Old	Sep 27, 2023	Sep 27, 2023	sk module	P2	backend, enhancement
Update ProcurementItem requests	https://github.com/cgob-mitd-dev/egov-bebs/issues/235	KarstnAncheta	2	Archived - Old	Sep 26, 2023	Sep 26, 2023	sk module	P2	backend, enhancement
Update ExpenditureClass request	https://github.com/cgob-mitd-dev/egov-bebs/issues/237	KarstnAncheta	2	Archived - Old	Sep 26, 2023	Sep 26, 2023	sk module	P2	backend, enhancement
Add factory for ExpenditureClass	https://github.com/cgob-mitd-dev/egov-bebs/issues/241	KarstnAncheta	4	Archived - Old	Sep 26, 2023	Sep 26, 2023	sk module	P2	backend, enhancement, frontend
Update TBarangayCard to make it more reusable	https://github.com/cgob-mitd-dev/egov-bebs/issues/258	KarstnAncheta	0.5	Archived - Old	Sep 30, 2023	Sep 30, 2023	miscellaneous tasks	P1	enhancement, frontend
Fix update personnel request	https://github.com/cgob-mitd-dev/egov-bebs/issues/254	KarstnAncheta	0.5	Archived - Old	Sep 27, 2023	Sep 27, 2023	miscellaneous tasks	P1	backend, bug
Fix ExpenditureItemModal store bug	https://github.com/cgob-mitd-dev/egov-bebs/issues/232	KarstnAncheta	1	Archived - Old	Sep 25, 2023	Sep 25, 2023	miscellaneous tasks	P1	bug, frontend
Update ExpenditureItem requests	https://github.com/cgob-mitd-dev/egov-bebs/issues/238	KarstnAncheta	4	Archived - Old	Sep 27, 2023	Sep 27, 2023	sk module	P2	backend, enhancement
Rename Expenditure => BarangayExpenditure	https://github.com/cgob-mitd-dev/egov-bebs/issues/216	KarstnAncheta	2	Archived - Old	Sep 18, 2023	Sep 18, 2023	sk module	P2	backend, enhancement
Fix skeleton loading for barangay details page	https://github.com/cgob-mitd-dev/egov-bebs/issues/196	KarstnAncheta	2	Archived - Old	Sep 4, 2023	Sep 4, 2023	miscellaneous tasks	P3	enhancement, frontend
Fix: add "is_locked" flag to personnel schedules table	https://github.com/cgob-mitd-dev/egov-bebs/issues/181	KarstnAncheta	0.5	Archived - Old	Aug 1, 2023	Aug 1, 2023	miscellaneous tasks	P3	backend, enhancement
Update Form 4 format	https://github.com/cgob-mitd-dev/egov-bebs/issues/582	KarstnAncheta	4	Won't Fix	Mar 12, 2024		miscellaneous tasks	P1	backend, enhancement, frontend
Add BarangayEmployee instead of Profile	https://github.com/cgob-mitd-dev/egov-bebs/issues/457	KarstnAncheta	4	Won't Fix	Jan 19, 2024		miscellaneous tasks	P1	backend
Add downloadable Template for the Resolutions and Ordinances	https://github.com/cgob-mitd-dev/egov-bebs/issues/103	KarstnAncheta	8	Won't Fix			miscellaneous tasks	P1	backend, frontend
Optimize ChecklistController@getControlValuesByBarangayIdAndByYear	https://github.com/cgob-mitd-dev/egov-bebs/issues/204	KarstnAncheta	4	Won't Fix			miscellaneous tasks	P3	backend, enhancement, wontfix
Barangay Budget Preparation Form 2: Actual Income and Expenditure For Past Year	https://github.com/cgob-mitd-dev/egov-bebs/issues/445	KarstnAncheta		Won't Fix					enhancement
Optimize BbsFormController@getForm1	https://github.com/cgob-mitd-dev/egov-bebs/issues/205		4	Won't Fix			miscellaneous tasks	P3	backend, enhancement
Update "Returned" status to  "Returned to Barangay"	https://github.com/cgob-mitd-dev/egov-bebs/issues/451	KarstnAncheta	1	Won't Fix	Jan 6, 2024		miscellaneous tasks	P2	backend, enhancement, frontend
Update Development Projects to choose from CO only	https://github.com/cgob-mitd-dev/egov-bebs/issues/471	KarstnAncheta	4	Archived - New	Feb 2, 2024	Feb 2, 2024	miscellaneous tasks	P1	enhancement, frontend
Add "20% DF" as a funding source	https://github.com/cgob-mitd-dev/egov-bebs/issues/474	KarstnAncheta	0.5	Archived - New	Feb 1, 2024	Feb 1, 2024	miscellaneous tasks	P1	backend
Update BDRRM projects to not allow PS	https://github.com/cgob-mitd-dev/egov-bebs/issues/424	KarstnAncheta	2	Archived - New	Feb 1, 2024	Feb 1, 2024	miscellaneous tasks	P1	enhancement, frontend
Update lexicals	https://github.com/cgob-mitd-dev/egov-bebs/issues/562	KarstnAncheta	1	Done	Mar 1, 2024	Mar 1, 2024	miscellaneous tasks	P3	enhancement, frontend
Update DigitalSignature to save images as an svg instead of a png	https://github.com/cgob-mitd-dev/egov-bebs/issues/564	KarstnAncheta	2	Done	Mar 1, 2024	Mar 1, 2024	miscellaneous tasks	P1	backend, enhancement
Update components for other SUPP_BRGY metadata	https://github.com/cgob-mitd-dev/egov-bebs/issues/561	KarstnAncheta	4	Done	Mar 3, 2024	Mar 3, 2024	miscellaneous tasks	P1	enhancement, frontend
Update components for other ANNL_SKTN metadata	https://github.com/cgob-mitd-dev/egov-bebs/issues/567	KarstnAncheta	4	Done	Mar 3, 2024	Mar 3, 2024	miscellaneous tasks	P1	enhancement, frontend
Update components for other ANNL_BRGY metadata	https://github.com/cgob-mitd-dev/egov-bebs/issues/569	KarstnAncheta	4	Done	Mar 2, 2024	Mar 2, 2024	miscellaneous tasks	P1	enhancement, frontend
Add Component for adding a write-only digital signature	https://github.com/cgob-mitd-dev/egov-bebs/issues/439	KarstnAncheta	4	Archived - New	Jan 24, 2024	Jan 24, 2024	miscellaneous tasks	P1	frontend
Add or Update API for updating user profile details	https://github.com/cgob-mitd-dev/egov-bebs/issues/463	KarstnAncheta	1	Archived - New	Jan 22, 2024	Jan 22, 2024	miscellaneous tasks	P1	backend
Add "Generate PDF" function for Supplemental Barangay Budget	https://github.com/cgob-mitd-dev/egov-bebs/issues/453	KarstnAncheta	8	Archived - New	Jan 10, 2024	Jan 23, 2024	miscellaneous tasks	P2	backend, enhancement, frontend
Add "Generate PDF" function for Annual Barangay Budget	https://github.com/cgob-mitd-dev/egov-bebs/issues/450	KarstnAncheta	8	Archived - New	Jan 10, 2024	Jan 23, 2024	miscellaneous tasks	P2	backend, enhancement, frontend
Dont allow AbyipPpas under the same AbyipReference to have the same description	https://github.com/cgob-mitd-dev/egov-bebs/issues/434	KarstnAncheta	0.5	Archived - New	Jan 3, 2024	Jan 3, 2024	miscellaneous tasks	P1	backend, enhancement
Add component for updating user profile	https://github.com/cgob-mitd-dev/egov-bebs/issues/462	KarstnAncheta	2	Archived - New			miscellaneous tasks	P1	frontend
Update how References and PPAs work	https://github.com/cgob-mitd-dev/egov-bebs/issues/440	KarstnAncheta	8	Archived - New	Jan 8, 2024	Jan 8, 2024	miscellaneous tasks	P1	backend, enhancement, frontend
Create API endpoint for getBdrrmPlanBreakdownOfExpenses	https://github.com/cgob-mitd-dev/egov-bebs/issues/419	KarstnAncheta	2	Archived - New	Jan 9, 2024	Jan 9, 2024	bbs data retriever module	P2	backend, enhancement
Add check for barangay personnel profile before deleting	https://github.com/cgob-mitd-dev/egov-bebs/issues/449	KarstnAncheta	2	Archived - New	Jan 6, 2024	Jan 6, 2024	miscellaneous tasks	P1	backend, enhancement
Add dashboard statistics display for SK and Supplemental budgets	https://github.com/cgob-mitd-dev/egov-bebs/issues/438	KarstnAncheta	1	Archived - New	Jan 4, 2024	Jan 4, 2024	miscellaneous tasks	P1	enhancement, frontend
Update lexicals used in the UI	https://github.com/cgob-mitd-dev/egov-bebs/issues/437	KarstnAncheta	0.5	Archived - New	Jan 3, 2024	Jan 3, 2024	miscellaneous tasks	P1	enhancement, frontend
Update FormAIP.vue to show 30% QRF's MOOE value	https://github.com/cgob-mitd-dev/egov-bebs/issues/427	KarstnAncheta	0.5	Archived - New	Jan 2, 2024	Jan 2, 2024	miscellaneous tasks	P1	enhancement, frontend
Update TheAip.vue formatting of UI components	https://github.com/cgob-mitd-dev/egov-bebs/issues/428	KarstnAncheta	2	Archived - New	Jan 2, 2024	Jan 2, 2024	miscellaneous tasks	P1	enhancement, frontend
Update Reference Modal to support QRF	https://github.com/cgob-mitd-dev/egov-bebs/issues/426	KarstnAncheta	2	Archived - New	Jan 2, 2024	Jan 2, 2024	miscellaneous tasks	P1	enhancement, frontend
Update AipReference migration to have 'mooe' column for 30% QRF	https://github.com/cgob-mitd-dev/egov-bebs/issues/423	KarstnAncheta	0.5	Archived - New	Jan 2, 2024	Jan 2, 2024	miscellaneous tasks	P1	backend, enhancement
Dont allow AipReferences to have the same name	https://github.com/cgob-mitd-dev/egov-bebs/issues/425	KarstnAncheta	0.5	Archived - New	Jan 2, 2024	Jan 2, 2024	miscellaneous tasks	P1	backend, enhancement
Add policies for SK User Module	https://github.com/cgob-mitd-dev/egov-bebs/issues/274	KarstnAncheta	8	Archived - New	Jan 3, 2024	Jan 3, 2024	miscellaneous tasks	P3	backend, enhancement
Dont allow AbyipReferences to have the same name	https://github.com/cgob-mitd-dev/egov-bebs/issues/431	KarstnAncheta	1	Archived - New	Jan 3, 2024	Jan 3, 2024	miscellaneous tasks	P1	backend, enhancement
Dont allow SaipPpas to have the same description	https://github.com/cgob-mitd-dev/egov-bebs/issues/435	KarstnAncheta	0.5	Archived - New	Jan 3, 2024	Jan 3, 2024	miscellaneous tasks	P1	backend, enhancement
Dont allow SaipReferences to have the same name	https://github.com/cgob-mitd-dev/egov-bebs/issues/432	KarstnAncheta	1	Archived - New	Jan 3, 2024	Jan 3, 2024	miscellaneous tasks	P1	backend, enhancement
Add getAnnualProcurementPlanForm	https://github.com/cgob-mitd-dev/egov-bebs/issues/446	KarstnAncheta	2	Archived - New	Jan 5, 2024	Jan 5, 2024	miscellaneous tasks	P1	backend, enhancement
Add AnnualProcurementPlan.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/443	KarstnAncheta	2	Archived - New	Jan 5, 2024	Jan 5, 2024	miscellaneous tasks	P1	frontend
Dont allow AipPpas under the same AipReference to have the same description	https://github.com/cgob-mitd-dev/egov-bebs/issues/433	KarstnAncheta	0.5	Archived - New	Jan 3, 2024	Jan 3, 2024	miscellaneous tasks	P1	backend, enhancement
Add API versioning	https://github.com/cgob-mitd-dev/egov-bebs/issues/429	KarstnAncheta	4	Archived - New	Jan 8, 2024	Jan 8, 2024	miscellaneous tasks	P1	backend, enhancement
Update forms related to the BDRRM plan	https://github.com/cgob-mitd-dev/egov-bebs/issues/448	KarstnAncheta	8	Archived - New	Jan 8, 2024	Jan 8, 2024	miscellaneous tasks	P1	backend, enhancement, frontend
Update table headers of procurement items	https://github.com/cgob-mitd-dev/egov-bebs/issues/455	KarstnAncheta	4	Archived - New	Jan 8, 2024	Jan 8, 2024	miscellaneous tasks	P1	backend, enhancement, frontend
Rename "Personnel List" to "Barangay Employees"	https://github.com/cgob-mitd-dev/egov-bebs/issues/430	KarstnAncheta	0.5	Archived - New	Jan 3, 2024	Jan 3, 2024	miscellaneous tasks	P1	enhancement, frontend
Add "is_active" toggle to barangay personnel profiles	https://github.com/cgob-mitd-dev/egov-bebs/issues/447	KarstnAncheta	4	Archived - New	Jan 8, 2024	Jan 8, 2024	miscellaneous tasks	P1	backend, enhancement, frontend
Add "Returned to CBO Technical" status	https://github.com/cgob-mitd-dev/egov-bebs/issues/452	KarstnAncheta	4	Archived - New	Jan 6, 2024	Jan 6, 2024	miscellaneous tasks	P2	backend, enhancement, frontend
Create API endpoint for RAO-DF-Current	https://github.com/cgob-mitd-dev/egov-bebs/issues/420	KarstnAncheta	4	Archived - New	Feb 14, 2024	Feb 14, 2024	bbs data retriever module	P2	backend
Create API endpoint for SKF-Current	https://github.com/cgob-mitd-dev/egov-bebs/issues/422	KarstnAncheta	4	Archived - New	Feb 14, 2024	Feb 14, 2024	bbs data retriever module	P2	backend
Update aip-template.docx Budget Message	https://github.com/cgob-mitd-dev/egov-bebs/issues/481	KarstnAncheta	0.5	Archived - New	Feb 12, 2024	Feb 12, 2024	miscellaneous tasks	P1	backend, enhancement
Add additional AnnualBarangayBudgetChecklist metadata	https://github.com/cgob-mitd-dev/egov-bebs/issues/479	KarstnAncheta	0.5	Archived - New	Feb 13, 2024	Feb 13, 2024	miscellaneous tasks	P1	backend, enhancement
Add additional AnnualSkBudgetChecklist metadata	https://github.com/cgob-mitd-dev/egov-bebs/issues/482	KarstnAncheta	0.5	Archived - New	Feb 13, 2024	Feb 13, 2024	miscellaneous tasks	P1	backend, enhancement
Add SupplementalBarangayBudgetChecklist AO metadata	https://github.com/cgob-mitd-dev/egov-bebs/issues/488	KarstnAncheta	1	Archived - New	Feb 15, 2024	Feb 16, 2024	miscellaneous tasks	P1	backend, enhancement
Update ANNL_SKTN Form2A.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/542	KarstnAncheta	0.5	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	enhancement, frontend
Add user as a parameter in form generation jobs	https://github.com/cgob-mitd-dev/egov-bebs/issues/489	KarstnAncheta	1	Archived - New	Feb 16, 2024	Feb 16, 2024	miscellaneous tasks	P1	backend, enhancement
Add Budget Checker API before it is submitted to CBO Technical	https://github.com/cgob-mitd-dev/egov-bebs/issues/441	KarstnAncheta	1	Archived - New	Feb 18, 2024	Feb 18, 2024	miscellaneous tasks	P2	backend, enhancement
Remove ANNL_BRGY "Appropriation Ordinance" as uploadable file	https://github.com/cgob-mitd-dev/egov-bebs/issues/476	KarstnAncheta	1	Archived - New	Feb 5, 2024	Feb 5, 2024	miscellaneous tasks	P1	backend, enhancement, frontend
Remove ANNL_BRGY "Budget Message" as uploadable file	https://github.com/cgob-mitd-dev/egov-bebs/issues/475	KarstnAncheta	1	Archived - New	Feb 5, 2024	Feb 5, 2024	miscellaneous tasks	P1	backend, enhancement, frontend
Add "Budget Form Generation in Progress" notification	https://github.com/cgob-mitd-dev/egov-bebs/issues/478	KarstnAncheta	0.5	Archived - New	Feb 12, 2024	Feb 12, 2024	miscellaneous tasks	P1	enhancement, frontend
Fix ydeps table	https://github.com/cgob-mitd-dev/egov-bebs/issues/484	KarstnAncheta	1	Archived - New	Feb 13, 2024	Feb 13, 2024	miscellaneous tasks	P0	backend, bug
Add queue name for form generation	https://github.com/cgob-mitd-dev/egov-bebs/issues/487	KarstnAncheta	0.5	Archived - New	Feb 15, 2024	Feb 15, 2024	miscellaneous tasks	P1	backend, enhancement, frontend
Confirm AnnualSkPersonnel metadata	https://github.com/cgob-mitd-dev/egov-bebs/issues/492	KarstnAncheta	0.5	Archived - New	Feb 20, 2024	Feb 20, 2024	miscellaneous tasks	P1	question
Update ANNL_SKTN Form2.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/541	KarstnAncheta	0.5	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	enhancement, frontend
Update ANNL_SKTN Form3.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/543	KarstnAncheta	5	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	enhancement, frontend
Update ANNL_SKTN Supplies.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/544	KarstnAncheta	0.5	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	enhancement, frontend
Update ANNL_SKTN Equipment.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/545	KarstnAncheta	0.5	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	enhancement, frontend
Update ANNL_SKTN Others.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/546	KarstnAncheta	0.5	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	enhancement, frontend
Update ANNL_SKTN ABYIP.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/540	KarstnAncheta	0.5	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	enhancement, frontend
Update SUPP_BRGY BDRRM.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/539	KarstnAncheta	0.5	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	enhancement, frontend
Update SUPP_BRGY Form2A.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/532	KarstnAncheta	0.5	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	enhancement, frontend
Add AnnualBarangayAppropriationOrdinance.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/511	KarstnAncheta	0.5	Archived - New	Feb 25, 2024	Feb 25, 2024	miscellaneous tasks	P1	frontend
Add AnnualBarangayBudgetMessage.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/514	KarstnAncheta	0.5	Archived - New	Feb 24, 2024	Feb 24, 2024	miscellaneous tasks	P1	frontend
Update SUPP_BRGY Equipment.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/537	KarstnAncheta	0.5	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	enhancement, frontend
Update SUPP_BRGY Supplies.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/536	KarstnAncheta	0.5	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	enhancement, frontend
Update SUPP_BRGY Others.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/538	KarstnAncheta	0.5	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	enhancement, frontend
Update SUPP_BRGY Form6.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/535	KarstnAncheta	0.5	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	enhancement, frontend
Update SUPP_BRGY Form5.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/534	KarstnAncheta	0.5	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	enhancement, frontend
Update SUPP_BRGY Form3.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/533	KarstnAncheta	0.5	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	enhancement, frontend
Update SUPP_BRGY SAIP.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/531	KarstnAncheta	0.5	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	enhancement, frontend
Add getAnnualBarangayBudgetOverview function	https://github.com/cgob-mitd-dev/egov-bebs/issues/518	KarstnAncheta	0.5	Archived - New	Feb 22, 2024	Feb 22, 2024	miscellaneous tasks	P1	backend
Add AnnualSkBudgetOverview.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/517	KarstnAncheta	0.5	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	frontend
Add SupplementalBarangayBudgetOverview.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/516	KarstnAncheta	0.5	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	frontend
Add AnnualBarangayBudgetOverview.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/515	KarstnAncheta	1	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	frontend
Update ANNL_BRGY Form1.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/522	KarstnAncheta	0.5	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	enhancement, frontend
Update ANNL_BRGY Form2.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/523	KarstnAncheta	0.5	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	enhancement, frontend
Update ANNL_BRGY Form2A.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/524	KarstnAncheta	0.5	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	enhancement, frontend
Update ANNL_BRGY Form3.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/525	KarstnAncheta	0.5	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	enhancement, frontend
Update ANNL_BRGY Form4.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/526	KarstnAncheta	0.5	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	enhancement, frontend
Update ANNL_BRGY Supplies.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/527	KarstnAncheta	0.5	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	enhancement, frontend
Update ANNL_BRGY Equipment.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/528	KarstnAncheta	0.5	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	enhancement, frontend
