Title	URL	Assignees	Story Points	Status	Date Started	Date Completed	Module Label	Priority Level	Labels
Update formatting of generated forms	https://github.com/cgob-mitd-dev/egov-bebs/issues/465	KarstnAncheta	24	Archived - New	Jan 25, 2024	Feb 16, 2024	miscellaneous tasks	P1	backend
Add TransmittalLetterAnnualBarangay.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/508	KarstnAncheta	0.5	Archived - New	Feb 24, 2024	Feb 24, 2024	miscellaneous tasks	P1	frontend
Add TransmittalLetterSupplementalBarangay.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/509	KarstnAncheta	0.5	Archived - New	Feb 25, 2024	Feb 25, 2024	miscellaneous tasks	P1	frontend
Rename API endpoint from getBdrrmPlanBreakdownOfExpenses to RAO-BDRRMF-Current	https://github.com/cgob-mitd-dev/egov-bebs/issues/421	KarstnAncheta	0.5	Archived - New	Feb 5, 2024	Feb 5, 2024	bbs data retriever module	P1	backend, enhancement
Add YDEP Modal	https://github.com/cgob-mitd-dev/egov-bebs/issues/388		2	Archived - New	Feb 5, 2024	Feb 5, 2024	miscellaneous tasks	P3	backend, enhancement, frontend
Add YDEP page	https://github.com/cgob-mitd-dev/egov-bebs/issues/387		4	Archived - New	Feb 5, 2024	Feb 5, 2024	miscellaneous tasks	P3	backend, enhancement, frontend
Revamp Form 2	https://github.com/cgob-mitd-dev/egov-bebs/issues/473	KarstnAncheta	8	Archived - New	Feb 10, 2024	Feb 10, 2024	miscellaneous tasks	P2	backend, enhancement
Add SupplementalBarangayAppropriationOrdinance.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/512	KarstnAncheta	0.5	Archived - New	Feb 25, 2024	Feb 25, 2024	miscellaneous tasks	P1	frontend
Add getAnnualSkBudgetOverview function	https://github.com/cgob-mitd-dev/egov-bebs/issues/520	KarstnAncheta	0.5	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	backend
Add getSupplementalBarangayBudgetOverview function	https://github.com/cgob-mitd-dev/egov-bebs/issues/519	KarstnAncheta	0.5	Archived - New	Feb 23, 2024	Feb 23, 2024	miscellaneous tasks	P1	backend
Add TransmittalLetterAnnualSk.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/510	KarstnAncheta	0.5	Archived - New	Feb 24, 2024	Feb 24, 2024	miscellaneous tasks	P1	frontend
Add AnnualSkResolution.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/513	KarstnAncheta	0.5	Archived - New	Feb 24, 2024	Feb 25, 2024	miscellaneous tasks	P1	frontend
Update formatting AnnualBarangayBudgetOverview.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/548	KarstnAncheta	1	Archived - New	Feb 27, 2024	Feb 27, 2024	miscellaneous tasks	P1	enhancement, frontend
Update formatting SupplementalBarangayBudgetOverview.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/568	KarstnAncheta	1	Archived - New	Feb 27, 2024	Feb 27, 2024	miscellaneous tasks	P1	enhancement, frontend
Update formatting AnnualSkBudgetOverview.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/555	KarstnAncheta	1	Archived - New	Feb 27, 2024	Feb 27, 2024	miscellaneous tasks	P1	enhancement, frontend
Update form 1 with SPAs	https://github.com/cgob-mitd-dev/egov-bebs/issues/578	KarstnAncheta	8	Done	Mar 7, 2024	Mar 7, 2024	miscellaneous tasks	P1	backend, bug, frontend
Add End Of The Year Overview CSV	https://github.com/cgob-mitd-dev/egov-bebs/issues/333	KarstnAncheta	16	On Hold			miscellaneous tasks	P1	backend, enhancement
Add MFO input fields for AnnualBarangayBudgetChecklist	https://github.com/cgob-mitd-dev/egov-bebs/issues/595	KarstnAncheta	4	Done	Mar 14, 2024	Mar 14, 2024	miscellaneous tasks	P1	backend, frontend
Add "location" column on Reference tables	https://github.com/cgob-mitd-dev/egov-bebs/issues/584	KarstnAncheta	2	Done	Mar 14, 2024	Mar 14, 2024	miscellaneous tasks	P1	backend, enhancement, frontend
Add proposed amount for Appropriation for SK	https://github.com/cgob-mitd-dev/egov-bebs/issues/581	KarstnAncheta	1	Done	Mar 11, 2024	Mar 11, 2024	miscellaneous tasks	P1	backend
Add interface showing passed checks upon failed submission	https://github.com/cgob-mitd-dev/egov-bebs/issues/597	KarstnAncheta	3	Done	Mar 14, 2024	Mar 14, 2024	miscellaneous tasks	P1	backend, frontend
Update sources of funds table for supplemental barangay budget	https://github.com/cgob-mitd-dev/egov-bebs/issues/596	KarstnAncheta	1	Done	Mar 12, 2024	Mar 12, 2024	miscellaneous tasks	P1	backend, frontend
Add toggle for showing control values	https://github.com/cgob-mitd-dev/egov-bebs/issues/593	KarstnAncheta	0.5	Done	Mar 11, 2024	Mar 11, 2024	miscellaneous tasks	P1	enhancement, frontend
Add totals for procurement and BDRRM forms	https://github.com/cgob-mitd-dev/egov-bebs/issues/583	KarstnAncheta	4	Done	Mar 8, 2024	Mar 11, 2024	miscellaneous tasks	P1	backend, enhancement, frontend
Add 'implementing_office' options for Development Projects	https://github.com/cgob-mitd-dev/egov-bebs/issues/585	KarstnAncheta	1	Done	Mar 8, 2024	Mar 8, 2024	miscellaneous tasks	P1	backend, enhancement, frontend
Update overviews to show TBA for unfilled fields	https://github.com/cgob-mitd-dev/egov-bebs/issues/565	KarstnAncheta	1	Done	Mar 4, 2024	Mar 4, 2024	miscellaneous tasks	P1	backend, enhancement
Update generate-investment-plan to utilize arm64 instead of x86-64	https://github.com/cgob-mitd-dev/egov-bebs/issues/506	KarstnAncheta		Archived - New					backend, bug, enhancement, wontfix
Fix DigitalSignatureService verify method	https://github.com/cgob-mitd-dev/egov-bebs/issues/563	KarstnAncheta	1	Done	Mar 4, 2024	Mar 4, 2024	miscellaneous tasks	P1	backend, bug
Show appropriate user settings for each user role	https://github.com/cgob-mitd-dev/egov-bebs/issues/573	KarstnAncheta	1	Done	Mar 6, 2024	Mar 6, 2024	miscellaneous tasks	P1	bug, frontend
Confirm Form 1 formatting for SPAs	https://github.com/cgob-mitd-dev/egov-bebs/issues/494	KarstnAncheta	0.5	Done	Mar 1, 2024	Mar 1, 2024	miscellaneous tasks	P1	question
Add signatures AnnualSkBudgetOverview.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/550	KarstnAncheta	3	Done	Mar 1, 2024	Mar 1, 2024	miscellaneous tasks	P1	enhancement, frontend
Add signatures SupplementalBarangayBudgetOverview.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/554	KarstnAncheta	3	Done	Mar 1, 2024	Mar 1, 2024	miscellaneous tasks	P1	enhancement, frontend
Fix view position  on modal open/close	https://github.com/cgob-mitd-dev/egov-bebs/issues/552	KarstnAncheta	3	Done	Mar 4, 2024	Mar 4, 2024	miscellaneous tasks	P3	enhancement, frontend
Add pivot table for User and AnnualSkBudgetChecklist	https://github.com/cgob-mitd-dev/egov-bebs/issues/502	KarstnAncheta	0.5	Archived - New	Feb 21, 2024	Feb 21, 2024	miscellaneous tasks	P1	backend, enhancement
Add pivot table for User and SupplementalBarangayBudgetChecklist	https://github.com/cgob-mitd-dev/egov-bebs/issues/501	KarstnAncheta	0.5	Archived - New	Feb 21, 2024	Feb 21, 2024	miscellaneous tasks	P1	backend, enhancement
Add pivot table for User and AnnualBarangayBudgetChecklist	https://github.com/cgob-mitd-dev/egov-bebs/issues/500	KarstnAncheta	0.5	Archived - New	Feb 21, 2024	Feb 21, 2024	miscellaneous tasks	P1	backend, enhancement
Add "Fully Approved" status	https://github.com/cgob-mitd-dev/egov-bebs/issues/374	KarstnAncheta	0.5	Archived - Old	Nov 18, 2023	Nov 18, 2023	city budget officer module	P2	backend
Strategize transmittal letter transfer to SPLMS	https://github.com/cgob-mitd-dev/egov-bebs/issues/410	KarstnAncheta	8	Archived - Old	Dec 10, 2023	Dec 10, 2023	sangguniang panlungsod module	P1	planning
Update budget checklist viewing permissions for SP	https://github.com/cgob-mitd-dev/egov-bebs/issues/412	KarstnAncheta	1	Archived - Old	Dec 13, 2023	Dec 13, 2023	miscellaneous tasks	P1	backend, enhancement, frontend
Update debt item policy to resolve or add errors	https://github.com/cgob-mitd-dev/egov-bebs/issues/408	KarstnAncheta	0.5	Archived - Old	Dec 12, 2023	Dec 12, 2023	miscellaneous tasks	P1	backend, bug
Add CBO User Role	https://github.com/cgob-mitd-dev/egov-bebs/issues/373	KarstnAncheta	0.5	Archived - Old	Nov 18, 2023	Nov 18, 2023	city budget officer module	P2	backend
Add BudgetingChecklist transmittal file column	https://github.com/cgob-mitd-dev/egov-bebs/issues/286	KarstnAncheta	1	Archived - Old	Nov 18, 2023	Nov 18, 2023	sangguniang panlungsod module	P2	backend, enhancement
Test the system locally	https://github.com/cgob-mitd-dev/egov-bebs/issues/407	KarstnAncheta	8	Archived - Old	Dec 9, 2023	Dec 10, 2023	miscellaneous tasks	P2	documentation
Update migrations causing deployment error	https://github.com/cgob-mitd-dev/egov-bebs/issues/405	KarstnAncheta	1	Archived - Old	Dec 7, 2023	Dec 7, 2023	miscellaneous tasks	P0	backend, bug
Pre-deployment sprint planning	https://github.com/cgob-mitd-dev/egov-bebs/issues/406	KarstnAncheta	8	Archived - Old	Dec 8, 2023	Dec 8, 2023	miscellaneous tasks	P2	planning
Update viewing permissions	https://github.com/cgob-mitd-dev/egov-bebs/issues/404	KarstnAncheta	0.5	Archived - Old	Dec 5, 2023	Dec 5, 2023	miscellaneous tasks	P1	backend, enhancement, frontend
Add Form 6 for Supplemental Barangay Budget	https://github.com/cgob-mitd-dev/egov-bebs/issues/323	KarstnAncheta	16	Archived - Old	Nov 14, 2023	Nov 17, 2023	supplemental barangay module	P2	frontend
Update Transmittal Letter viewing for Barangay	https://github.com/cgob-mitd-dev/egov-bebs/issues/397	KarstnAncheta	3	Archived - Old	Dec 1, 2023	Dec 1, 2023	miscellaneous tasks	P1	enhancement, frontend
Fix Form 4 not showing	https://github.com/cgob-mitd-dev/egov-bebs/issues/403	KarstnAncheta	0.5	Archived - Old	Dec 5, 2023	Dec 5, 2023	miscellaneous tasks	P1	bug, frontend
Add Transmittal Letter for SK	https://github.com/cgob-mitd-dev/egov-bebs/issues/391	KarstnAncheta	8	Archived - Old	Nov 28, 2023	Dec 2, 2023	city budget officer module	P2	backend, enhancement, frontend
Update list of statuses	https://github.com/cgob-mitd-dev/egov-bebs/issues/398	KarstnAncheta	1	Archived - Old	Dec 2, 2023	Dec 2, 2023	miscellaneous tasks	P1	backend, enhancement, frontend
Update BBS Chip to support updated statuses	https://github.com/cgob-mitd-dev/egov-bebs/issues/399	KarstnAncheta	0.5	Archived - Old	Dec 2, 2023	Dec 2, 2023	miscellaneous tasks	P1	enhancement, frontend
Add support for multiple Supplemental Barangay Budget Checklists	https://github.com/cgob-mitd-dev/egov-bebs/issues/400	KarstnAncheta	0.5	Archived - Old	Dec 3, 2023	Dec 3, 2023	miscellaneous tasks	P1	backend, enhancement
Add pagination for checklists	https://github.com/cgob-mitd-dev/egov-bebs/issues/401	KarstnAncheta	4	Archived - Old	Dec 3, 2023	Dec 3, 2023	miscellaneous tasks	P1	backend, enhancement, frontend
Add Transmittal Letter for Supplemental Barangay	https://github.com/cgob-mitd-dev/egov-bebs/issues/390	KarstnAncheta	8	Archived - Old	Nov 28, 2023	Dec 3, 2023	city budget officer module	P2	backend, enhancement, frontend
Add  SupplementalBarangayBudgetFormService.php	https://github.com/cgob-mitd-dev/egov-bebs/issues/289	KarstnAncheta	40	Archived - Old	Nov 1, 2023	Nov 17, 2023	supplemental barangay module	P2	backend
Additional Requirements Planning	https://github.com/cgob-mitd-dev/egov-bebs/issues/357	KarstnAncheta	8	Archived - Old	Nov 14, 2023	Nov 16, 2023	miscellaneous tasks	P1	planning
Update CreateAipPpaRequest	https://github.com/cgob-mitd-dev/egov-bebs/issues/366	KarstnAncheta	0.5	Archived - Old	Nov 14, 2023	Nov 14, 2023	miscellaneous tasks	P1	backend, enhancement
Update SaipPpaService update method	https://github.com/cgob-mitd-dev/egov-bebs/issues/365	KarstnAncheta	0.5	Archived - Old	Nov 14, 2023	Nov 14, 2023	miscellaneous tasks	P1	backend, enhancement
Update AipPpaService create method	https://github.com/cgob-mitd-dev/egov-bebs/issues/362	KarstnAncheta	0.5	Archived - Old	Nov 14, 2023	Nov 14, 2023	miscellaneous tasks	P1	backend, enhancement
Update ProjectDetailsModal with other_funding_source_name	https://github.com/cgob-mitd-dev/egov-bebs/issues/360	KarstnAncheta	0.5	Archived - Old	Nov 14, 2023	Nov 14, 2023	miscellaneous tasks	P1	enhancement, frontend
Update User updatePassword method	https://github.com/cgob-mitd-dev/egov-bebs/issues/394	KarstnAncheta	0.5	Archived - Old	Nov 26, 2023	Nov 26, 2023	miscellaneous tasks	P1	backend, enhancement, frontend
Update SaipPpaService create method	https://github.com/cgob-mitd-dev/egov-bebs/issues/364	KarstnAncheta	0.5	Archived - Old	Nov 14, 2023	Nov 14, 2023	miscellaneous tasks	P1	backend, enhancement
Update AipPpaService update method	https://github.com/cgob-mitd-dev/egov-bebs/issues/363	KarstnAncheta	0.5	Archived - Old	Nov 14, 2023	Nov 14, 2023	miscellaneous tasks	P1	backend, enhancement
Update SaipProjectDetailsModal with other_funding_source_name	https://github.com/cgob-mitd-dev/egov-bebs/issues/361	KarstnAncheta	0.5	Archived - Old	Nov 14, 2023	Nov 14, 2023	miscellaneous tasks	P1	enhancement, frontend
Update SaipPpaBuilder	https://github.com/cgob-mitd-dev/egov-bebs/issues/371	KarstnAncheta	0.5	Archived - Old	Nov 14, 2023	Nov 14, 2023	miscellaneous tasks	P1	backend, enhancement
Update PpaBuilder	https://github.com/cgob-mitd-dev/egov-bebs/issues/370	KarstnAncheta	0.5	Archived - Old	Nov 14, 2023	Nov 14, 2023	miscellaneous tasks	P1	backend, enhancement
Update UpdateSaipPpaRequest	https://github.com/cgob-mitd-dev/egov-bebs/issues/369	KarstnAncheta	0.5	Archived - Old	Nov 14, 2023	Nov 14, 2023	miscellaneous tasks	P1	backend, enhancement
Update CreateSaipPpaRequest	https://github.com/cgob-mitd-dev/egov-bebs/issues/368	KarstnAncheta	0.5	Archived - Old	Nov 14, 2023	Nov 14, 2023	miscellaneous tasks	P1	backend, enhancement
Update UpdateAipPpaRequest	https://github.com/cgob-mitd-dev/egov-bebs/issues/367	KarstnAncheta	0.5	Archived - Old	Nov 14, 2023	Nov 14, 2023	miscellaneous tasks	P1	backend, enhancement
Add other_funding_source_name column	https://github.com/cgob-mitd-dev/egov-bebs/issues/359	KarstnAncheta	0.5	Archived - Old	Nov 14, 2023	Nov 14, 2023	miscellaneous tasks	P1	backend, frontend
Update BBSChip with Fully Approved status	https://github.com/cgob-mitd-dev/egov-bebs/issues/380	KarstnAncheta	0.5	Archived - Old	Nov 19, 2023	Nov 19, 2023	miscellaneous tasks	P1	enhancement, frontend
Update "Fully Approved" chip colors	https://github.com/cgob-mitd-dev/egov-bebs/issues/382	KarstnAncheta	0.5	Archived - Old	Nov 23, 2023	Nov 23, 2023	miscellaneous tasks	P3	enhancement, frontend
Add Equipment Procurement Form for Supplemental Barangay Budget	https://github.com/cgob-mitd-dev/egov-bebs/issues/325	KarstnAncheta	4	Archived - Old	Nov 1, 2023	Nov 1, 2023	supplemental barangay module	P2	frontend
Add Supplies Procurement Form for Supplemental Barangay Budget	https://github.com/cgob-mitd-dev/egov-bebs/issues/324	KarstnAncheta	4	Archived - Old	Nov 1, 2023	Nov 1, 2023	supplemental barangay module	P2	frontend
Create PowerPoint for presentation	https://github.com/cgob-mitd-dev/egov-bebs/issues/199	KarstnAncheta	8	Archived - Old	Nov 4, 2023	Nov 4, 2023	miscellaneous tasks	P1	documentation
Add Supplemental Barangay Uploadable Files Page	https://github.com/cgob-mitd-dev/egov-bebs/issues/332	KarstnAncheta	4	Archived - Old	Oct 30, 2023	Nov 1, 2023	supplemental barangay module	P2	frontend
Add Others Procurement Form for Supplemental Barangay Budget	https://github.com/cgob-mitd-dev/egov-bebs/issues/326	KarstnAncheta	4	Archived - Old	Nov 1, 2023	Nov 1, 2023	supplemental barangay module	P2	frontend
Add Development Projects Form for Supplemental Barangay Budget	https://github.com/cgob-mitd-dev/egov-bebs/issues/328	KarstnAncheta	4	Archived - Old	Nov 1, 2023	Nov 1, 2023	supplemental barangay module	P2	frontend
Add Supplemental Barangay Plan and Budget Page	https://github.com/cgob-mitd-dev/egov-bebs/issues/331	KarstnAncheta	4	Archived - Old	Oct 30, 2023	Nov 1, 2023	supplemental barangay module	P2	frontend
Add SAIP Form	https://github.com/cgob-mitd-dev/egov-bebs/issues/321	KarstnAncheta	4	Archived - Old	Nov 1, 2023	Nov 1, 2023	supplemental barangay module	P2	frontend
Update CreateSupplementalBarangayBudgetChecklistRequest	https://github.com/cgob-mitd-dev/egov-bebs/issues/348	KarstnAncheta	0.5	Archived - Old	Oct 30, 2023	Oct 30, 2023	supplemental barangay module	P1	backend, enhancement
Mid-sprint Planning - Supplemental Budget	https://github.com/cgob-mitd-dev/egov-bebs/issues/343	KarstnAncheta	8	Archived - Old	Oct 26, 2023	Oct 30, 2023	supplemental barangay module	P2	planning
Merge Personnel and Procurement Items to Plan and Budget page	https://github.com/cgob-mitd-dev/egov-bebs/issues/344	KarstnAncheta	8	Archived - Old	Nov 1, 2023	Nov 1, 2023	miscellaneous tasks	P3	enhancement, frontend
Add BDRRM Form for Supplemental Barangay Budget	https://github.com/cgob-mitd-dev/egov-bebs/issues/327	KarstnAncheta	4	Archived - Old	Nov 2, 2023	Nov 2, 2023	supplemental barangay module	P2	frontend
Add 100 character limit for addError requests	https://github.com/cgob-mitd-dev/egov-bebs/issues/276	KarstnAncheta	8	Archived - Old	Nov 2, 2023	Nov 2, 2023	miscellaneous tasks	P1	backend, enhancement
Add SupplementalBarangayFundingSource	https://github.com/cgob-mitd-dev/egov-bebs/issues/349	KarstnAncheta	4	Archived - Old	Nov 4, 2023	Nov 5, 2023	supplemental barangay module	P2	backend
Add "Api" suffix to backend-related composables	https://github.com/cgob-mitd-dev/egov-bebs/issues/345	KarstnAncheta	16	Archived - Old	Nov 2, 2023	Nov 2, 2023	miscellaneous tasks	P3	enhancement, frontend
Add SupplementalBarangayFundingSourceItem	https://github.com/cgob-mitd-dev/egov-bebs/issues/350	KarstnAncheta	4	Archived - Old	Nov 4, 2023	Nov 5, 2023	supplemental barangay module	P2	backend
Add Supplemental Barangay Funding Sources Modal	https://github.com/cgob-mitd-dev/egov-bebs/issues/347	KarstnAncheta	8	Archived - Old	Nov 4, 2023	Nov 5, 2023	supplemental barangay module	P2	frontend
Add Supplemental Barangay Funding Sources Page	https://github.com/cgob-mitd-dev/egov-bebs/issues/346	KarstnAncheta	8	Archived - Old	Nov 4, 2023	Nov 5, 2023	supplemental barangay module	P2	frontend
Add descriptive form names	https://github.com/cgob-mitd-dev/egov-bebs/issues/351	KarstnAncheta	1	Archived - Old	Nov 7, 2023	Nov 7, 2023	miscellaneous tasks	P1	enhancement, frontend
Add bbs-item-error class	https://github.com/cgob-mitd-dev/egov-bebs/issues/352	KarstnAncheta	0.5	Archived - Old	Nov 9, 2023	Nov 9, 2023	miscellaneous tasks	P1	enhancement, frontend
Fix Supplemental Barangay addErrors for PPAs	https://github.com/cgob-mitd-dev/egov-bebs/issues/353	KarstnAncheta	0.5	Archived - Old	Nov 9, 2023	Nov 9, 2023	miscellaneous tasks	P1	backend, bug
Update Barangay Checklist UI	https://github.com/cgob-mitd-dev/egov-bebs/issues/354	KarstnAncheta	2	Archived - Old	Nov 9, 2023	Nov 9, 2023	miscellaneous tasks	P1	enhancement, frontend
Update Supplemental Barangay Checklist UI	https://github.com/cgob-mitd-dev/egov-bebs/issues/355	KarstnAncheta	2	Archived - Old	Nov 9, 2023	Nov 9, 2023	miscellaneous tasks	P1	enhancement, frontend
Update SK Checklist UI	https://github.com/cgob-mitd-dev/egov-bebs/issues/356	KarstnAncheta	2	Archived - Old	Nov 9, 2023	Nov 9, 2023	miscellaneous tasks	P1	enhancement, frontend
Add SupplementalBarangayPersonnelService methods	https://github.com/cgob-mitd-dev/egov-bebs/issues/358	KarstnAncheta	4	Archived - Old	Nov 10, 2023	Nov 10, 2023	supplemental barangay module	P2	backend
Add Form 3 for Supplemental Barangay Budget	https://github.com/cgob-mitd-dev/egov-bebs/issues/342	KarstnAncheta	4	Archived - Old	Nov 10, 2023	Nov 10, 2023	supplemental barangay module	P2	frontend
Fix Plan and Budget page not showing	https://github.com/cgob-mitd-dev/egov-bebs/issues/341	KarstnAncheta	0.5	Archived - Old	Oct 25, 2023	Oct 25, 2023	miscellaneous tasks	P1	bug, frontend
Add Supplemental Barangay index page	https://github.com/cgob-mitd-dev/egov-bebs/issues/329	KarstnAncheta	4	Archived - Old	Oct 25, 2023	Oct 25, 2023	supplemental barangay module	P2	frontend
Add Supplemental Barangay Checklist Page	https://github.com/cgob-mitd-dev/egov-bebs/issues/330	KarstnAncheta	4	Archived - Old	Oct 25, 2023	Oct 25, 2023	supplemental barangay module	P2	frontend
add Funding Sources for SK Budget	https://github.com/cgob-mitd-dev/egov-bebs/issues/334	KarstnAncheta	8	Archived - Old	Oct 23, 2023	Oct 23, 2023	miscellaneous tasks	P1	backend, enhancement, frontend
Fix SK Procurement Forms empty end users	https://github.com/cgob-mitd-dev/egov-bebs/issues/278	KarstnAncheta	1	Archived - Old	Oct 16, 2023	Oct 16, 2023	sk module	P1	bug, frontend
Supplemental Budget Sprint Planning	https://github.com/cgob-mitd-dev/egov-bebs/issues/287	KarstnAncheta	16	Archived - Old	Oct 21, 2023	Oct 23, 2023	supplemental barangay module	P2	planning
Update README.md	https://github.com/cgob-mitd-dev/egov-bebs/issues/285	KarstnAncheta	1	Archived - Old	Oct 20, 2023	Oct 20, 2023	miscellaneous tasks	P1	documentation
Update Form UIs	https://github.com/cgob-mitd-dev/egov-bebs/issues/281	KarstnAncheta	4	Archived - Old	Oct 17, 2023	Oct 17, 2023	miscellaneous tasks	P3	enhancement, frontend
Fix SK form 3 empty sk chairman	https://github.com/cgob-mitd-dev/egov-bebs/issues/280	KarstnAncheta	1	Archived - Old	Oct 16, 2023	Oct 16, 2023	sk module	P1	backend, bug
Add sk personnel requests	https://github.com/cgob-mitd-dev/egov-bebs/issues/284	KarstnAncheta	2	Archived - Old	Oct 18, 2023	Oct 18, 2023	miscellaneous tasks	P1	backend, enhancement
Show necessary positions in PersonnelModal.vue	https://github.com/cgob-mitd-dev/egov-bebs/issues/283	KarstnAncheta	4	Archived - Old	Oct 18, 2023	Oct 18, 2023	miscellaneous tasks	P1	enhancement, frontend
Fix Update SK Personnel bug	https://github.com/cgob-mitd-dev/egov-bebs/issues/272	KarstnAncheta	8	Archived - Old	Oct 17, 2023	Oct 17, 2023	sk module	P1	backend, bug
Fix Project Details Modal Overflow	https://github.com/cgob-mitd-dev/egov-bebs/issues/114		8	Archived - Old	Oct 16, 2023	Oct 16, 2023	miscellaneous tasks	P1	bug, frontend
Fix add SK Personnel Errors	https://github.com/cgob-mitd-dev/egov-bebs/issues/335	KarstnAncheta	2	Archived - Old	Oct 23, 2023	Oct 23, 2023	miscellaneous tasks	P1	backend, bug, enhancement
Add Models and Migrations for SupplementalBarangayBudget	https://github.com/cgob-mitd-dev/egov-bebs/issues/288	KarstnAncheta	8	Archived - Old	Oct 23, 2023	Oct 23, 2023	supplemental barangay module	P2	backend
Add updateChecklistStatus for SupplementalBarangayBudgetChecklist	https://github.com/cgob-mitd-dev/egov-bebs/issues/297	KarstnAncheta	1	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
Add createChecklist for SupplementalBarangayBudgetChecklist	https://github.com/cgob-mitd-dev/egov-bebs/issues/295	KarstnAncheta	1	Archived - Old	Oct 25, 2023	Oct 25, 2023	supplemental barangay module	P2	backend
Add getChecklistFiles for SupplementalBarangayBudgetChecklist	https://github.com/cgob-mitd-dev/egov-bebs/issues/294	KarstnAncheta	4	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
Add getChecklistFile for SupplementalBarangayBudgetChecklist	https://github.com/cgob-mitd-dev/egov-bebs/issues/293	KarstnAncheta	4	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
add destroyChecklistFile for SupplementalBarangayBudgetChecklist	https://github.com/cgob-mitd-dev/egov-bebs/issues/298	KarstnAncheta	1	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
Add getChecklist for SupplementalBarangayBudgetChecklist	https://github.com/cgob-mitd-dev/egov-bebs/issues/292	KarstnAncheta	4	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
Add getChecklists for SupplementalBarangayBudgetChecklist	https://github.com/cgob-mitd-dev/egov-bebs/issues/291	KarstnAncheta	4	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
add uploadChecklistFile for SupplementalBarangayBudgetChecklist	https://github.com/cgob-mitd-dev/egov-bebs/issues/299	KarstnAncheta	1	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
Add asterisk to symbolize a required field	https://github.com/cgob-mitd-dev/egov-bebs/issues/275	KarstnAncheta	8	Archived - Old	Oct 16, 2023	Oct 16, 2023	miscellaneous tasks	P3	enhancement, frontend
Add transaction for multi-update/multi-delete functions	https://github.com/cgob-mitd-dev/egov-bebs/issues/273	KarstnAncheta	4	Archived - Old	Oct 16, 2023	Oct 16, 2023	miscellaneous tasks	P3	backend, enhancement
Add getReferencesWithPpasBySaipId for Saip	https://github.com/cgob-mitd-dev/egov-bebs/issues/300	KarstnAncheta	1	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
Add createReference for SaipReference	https://github.com/cgob-mitd-dev/egov-bebs/issues/336	KarstnAncheta	2	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
Add updateReference for SaipReference	https://github.com/cgob-mitd-dev/egov-bebs/issues/337	KarstnAncheta	2	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
Add destroyReference for SaipReference	https://github.com/cgob-mitd-dev/egov-bebs/issues/338	KarstnAncheta	2	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
add DB::commit for destroyReference in AipReferenceService	https://github.com/cgob-mitd-dev/egov-bebs/issues/339	KarstnAncheta	1	Archived - Old	Oct 24, 2023	Oct 24, 2023	miscellaneous tasks	P1	backend, bug
add getPpaById for SaipPpa	https://github.com/cgob-mitd-dev/egov-bebs/issues/301	KarstnAncheta	4	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
add getPpaByIdWithExpenses for SaipPpa	https://github.com/cgob-mitd-dev/egov-bebs/issues/302	KarstnAncheta	4	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
add createPpa for SaipPpa	https://github.com/cgob-mitd-dev/egov-bebs/issues/303	KarstnAncheta	2	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
add getProcurementItemsByPpaId for SaipPpa	https://github.com/cgob-mitd-dev/egov-bebs/issues/309	KarstnAncheta	2	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
add destroyPpa for SaipPpa	https://github.com/cgob-mitd-dev/egov-bebs/issues/305	KarstnAncheta	1	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
add getPersonnelByPpaId for SaipPpa	https://github.com/cgob-mitd-dev/egov-bebs/issues/308	KarstnAncheta	2	Archived - Old	Oct 24, 2023	Oct 24, 2023	supplemental barangay module	P2	backend
